aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,Class,Ph,Turbidity
0.08,11.39,0.04,0.82,0,0.04,0.02,1.82,0.44,0,0,0.022,15.33,2.2,0.007,4.51,0.11,0.03,0.04,0.06,0,5,4.281313459
0.01,9.15,0.01,2.89,0.03,0.15,0.05,0.75,0.09,0,0,0.183,11.96,1.99,0.001,0.1,1.75,0.03,0.09,0.05,0,5,4.806016625
0.02,4.07,0.01,0.26,0.07,0.33,0.04,1.33,0.18,0,0,0.041,16.41,2.13,0.01,2.25,0.2,0,0.03,0.07,0,5,4.585321994
0.03,20.34,0.02,0.24,0.09,0.14,0.07,0.87,0.29,0,0,0.195,8.5,2.32,0.007,0.11,6.11,0.06,0.08,0.02,0,5,3.085178509
0.04,3.51,0.04,0.44,0.08,0.04,0.02,0.36,0.37,0,0,0.033,9.65,1.71,0.005,3.39,0.25,0.05,0.09,0.06,0,5,4.829323364
0.01,0,0,0.33,0,0.39,0.08,1.95,0.56,0,0,0.006,16.55,2.51,0.009,5.52,0.2,0.01,0.03,0.01,0,5,2.688643285
0.04,7.4,0.1,0.14,0.08,0.23,0.03,0.01,1.28,0,0,0.144,2.44,2.17,0.002,0.53,1.87,0.02,0.09,0.07,0,5,3.399945492
0.03,0.03,0.05,0.19,0.04,0.03,0.08,0.75,1.26,0,0,0.097,0.63,1.38,0.006,7.69,0.16,0.07,0.08,0.08,0,5,1.910116645
0.06,0.75,0.07,0.64,0.05,0.08,0.1,0.36,1.14,0,0,0.065,1.34,2.73,0.01,0.24,0.54,0.02,0.03,0.06,0,5,4.244173211
0.09,4.21,0.06,0.5,0.09,0.07,0.06,1.99,0.81,0,0,0.098,4.75,1.66,0.003,4.38,0.06,0.1,0.06,0.02,0,5,4.186726399
0.08,2.95,0.01,0.03,0.03,0.05,0.09,0.11,1.46,0,0,0.005,7.88,1.11,0.002,11.71,0.79,0.07,0.04,0.07,0,5,3.176432526
0.06,0.97,0.05,3.01,0.01,0.09,0.04,1.05,0.31,0,0,0.17,7.5,1.93,0.001,0.21,2.25,0.04,0.09,0.06,0,5,4.43325661
0.07,0.64,0.01,0.98,0.03,0.04,0.01,0.8,0.36,0,0,0.087,7.59,1.09,0.01,3.39,1.69,0.03,0.08,0.08,0,5,5.06998277
0.07,0.14,0.1,1.53,0.09,0.02,0,1.32,0.83,0,0,0.072,7.98,1.85,0,0.37,3.09,0.06,0.02,0,0,5,4.761700804
0.02,3.95,0.09,0.55,0.08,0.07,0.01,0.68,1.36,0,0,0.126,1.78,1.69,0.007,0.18,0.06,0.01,0.09,0.08,0,5,3.92659873
0.04,20.87,0.04,1,0.07,0.14,0.04,0.82,0.1,0,0,0.044,14.24,1.9,0.005,0.49,2.37,0.04,0.09,0.03,0,5,3.331786641
0.1,2.39,0.04,0.05,0,0.58,0.05,1.32,0.59,0,0,0.122,16.34,2.17,0.009,1.43,1.27,0.04,0.05,0.05,0,5,3.469561086
0.1,2.14,0.02,0.84,0.01,0.07,0.01,0.04,0.6,0,0,0.016,2.88,2.29,0.002,9.77,6.22,0.05,0.01,0.08,0,5,4.880512381
0.06,2.93,0.04,0.06,0.05,0.07,0.05,1.43,0.19,0,0,0.097,11.05,1.37,0.001,4.83,0.64,0.07,0.04,0.01,0,5,5.164259921
0.02,9.95,0.01,2.68,0.08,0.04,0.07,0.75,0.2,0,0,0.104,5.7,2.29,0.006,7.66,4.95,0.03,0.05,0.08,0,5,4.962329207
0.04,1.86,0.1,0.39,0.08,0.09,0.02,1.33,0.58,0,0,0.168,17.76,2.38,0.008,4.52,0.81,0.05,0.09,0.05,0,5,4.037939155
0.04,3.64,0.07,3.6,0.07,0.17,0.01,1.43,1.34,0,0,0.069,7.17,1.32,0.002,0.04,1.32,0,0.06,0.03,0,5,5.364172169
0.09,0.1,0.07,0.75,0.05,0.24,0.08,1.77,0.06,0,0,0.098,1.04,2.01,0.009,2.01,0.51,0.04,0.07,0.05,0,5,2.88957811
0.01,3.81,0.01,0.4,0.08,0.27,0.07,1.93,0.45,0,0,0.124,4.04,1.87,0.007,8.42,3.32,0.05,0.03,0.02,0,5,4.871406193
0.08,9.06,0.01,0.9,0.03,0.04,0.09,0.85,1.21,0,0,0.103,13.76,2.04,0.001,2.28,0.93,0.07,0.06,0.03,0,5,4.963535103
0.04,0.17,0.01,0.49,0,0.04,0.08,0.2,0.64,0,0,0.132,4.71,2.09,0.004,1.17,2.26,0.06,0.08,0.04,0,5,4.893656691
0.05,12.74,0.01,0.19,0,0.39,0.02,1.95,1.16,0,0,0.047,4.2,1.32,0.008,0.06,1.8,0.03,0.02,0.01,0,5,3.778022672
0.04,3.07,0.01,0.04,0.06,0.35,0.04,0.1,1.08,0,0,0.002,18.08,2.16,0.003,3.18,0.8,0.04,0.02,0.01,0,5,3.806093256
0.02,6.21,0.05,0.15,0.01,0.05,0.07,1.72,0.49,0,0,0.093,7.62,1.41,0.009,0.48,4.4,0.02,0.06,0.07,0,5,2.80042812
0.01,2.77,0.1,0.44,0.08,0.17,0.08,0.4,1.09,0,0,0.14,3.76,1.55,0.005,6.62,2.34,0.08,0.07,0.04,0,5,2.47667442
0.03,8.89,0,0.23,0.03,0.22,0.03,1.74,0.66,0,0,0.091,0.76,2.02,0.008,2.89,1.25,0.02,0.09,0.05,0,5,3.363403258
0.07,0.49,0.05,0.07,0.04,0.31,0.03,1.29,0.83,0,0,0.152,13.34,1.95,0.005,0.35,4.38,0.08,0.08,0.09,0,5,3.530940955
0.07,5.8,0.05,0.57,0.01,0.1,0.07,1.08,0.7,0,0,0.106,9.87,1.55,0.008,5.82,1.87,0.02,0.1,0.07,0,5,4.086175637
0.09,6.5,0,1.02,0.09,0.2,0.06,0.2,1.15,0,0,0.133,8.3,1.71,0,0.15,0.22,0.03,0.09,0.02,0,5,3.923766075
0.01,10.44,0.1,0.65,0.07,0.44,0.06,0.92,1.2,0,0,0.01,19.41,1.97,0.002,0.01,2,0.01,0,0.04,0,5,3.240419097
0.05,5.25,0.04,3.79,0.08,0.04,0.01,1.05,0.68,0,0,0.159,7.93,2.38,0.004,0.08,1.08,0.02,0.1,0.03,0,5,4.269753245
0.06,20.38,0.08,2.3,0.03,0.4,0.05,0.26,0.16,0,0,0.176,7.08,1.65,0.009,1.34,2.31,0.05,0.09,0.09,0,5,5.288776597
0.03,14.89,0.07,1.85,0.04,0.05,0.03,0.93,0.85,0,0,0.167,15.89,1.33,0.01,3.48,0.13,0.07,0.06,0,0,5,2.676593519
0.03,12.18,0,0.7,0.04,0.11,0.06,0.86,1.34,0,0,0.086,1.93,1.37,0.002,2.58,0.78,0.04,0,0.01,0,5,4.575578405
0.04,15.89,0.03,1.86,0.08,0.19,0.02,0.61,0.35,0,0,0.132,8.39,2.93,0,2.23,5.57,0.03,0.07,0.01,0,5,4.478070477
0.02,2.14,0.1,0.27,0,0.41,0.07,0.4,0.79,0,0,0.122,7.76,1.86,0.009,1.65,0.28,0.07,0.06,0.01,0,5,3.686074473
0.05,10.77,0.02,0.91,0.07,0.6,0.02,1.5,0.23,0,0,0.166,17.08,1.84,0.003,2.53,0.15,0.07,0.02,0.07,0,5,4.977323508
0.05,18.4,0.05,0.85,0.04,0.09,0.08,0.4,0.59,0,0,0.04,19.18,2.37,0.01,2.15,0.03,0.03,0.06,0.02,0,5,3.736379595
0.03,0.46,0.09,2.36,0.09,0.6,0.01,0.18,0.91,0,0,0.174,7.46,1.83,0.005,2.14,2.3,0.07,0.1,0.06,0,5,3.644106894
0.01,12.37,0.07,0.45,0.04,0.7,0.02,1.75,0.19,0,0,0.045,4.63,1.7,0.007,1.7,4.15,0.02,0.02,0.06,0,5,2.691485135
0.03,3.8,0.02,3.51,0.05,0.04,0.08,1.98,0.28,0,0,0.11,10.18,1.57,0.007,0.09,0.98,0.02,0.02,0.03,0,5,4.074387228
0.06,2.84,0,0.26,0.07,0.01,0.06,1.8,1.39,0,0,0.175,17.92,2.13,0.002,1.63,0.65,0.05,0.02,0.08,0,5,4.568843223
0.06,5.65,0.08,0.65,0.07,0.2,0,1.83,0.61,0,0,0.188,14.77,1.76,0.005,11.35,3.36,0.04,0.09,0.06,0,5,3.701895298
0.08,3.09,0.05,1.42,0.07,0.31,0.09,1.05,0.05,0,0,0.1,9.95,1.95,0.007,1.69,0.96,0.06,0.02,0.05,0,5,4.903914479
0.01,0.08,0.05,0.63,0.03,0,0.06,0.12,0.48,0,0,0.142,0.97,1.81,0.009,2.81,1.65,0.05,0.07,0.04,0,5,3.826063248
0.04,0.28,0.07,0.26,0.07,0.06,0.03,0.49,1.15,0,0,0.081,9.73,1.93,0.004,0.19,1.29,0.07,0.05,0.07,0,5,3.226035359
0.05,1.05,0,0.01,0.04,0.6,0.1,1.77,0.94,0,0,0.126,0.61,1.78,0.005,1.05,0.32,0.07,0.08,0.05,0,5,4.0041613
0.03,13.67,0.02,0.1,0,0.29,0.03,0.46,0.33,0,0,0.025,6.89,1.21,0.008,4.68,0.61,0.06,0,0.06,0,5,3.311808138
0.01,0.13,0.05,0.28,0.04,0.03,0.06,0.49,1.39,0,0,0.064,6.15,1.74,0.009,5.81,4.36,0.09,0.09,0.06,0,5,4.063276428
0.1,8.76,0.1,0.66,0.07,0.03,0,1.94,1.31,0,0,0.194,15.83,1.66,0.004,0.18,0.46,0.06,0,0.01,0,5,3.500848662
0.04,0.26,0.08,1.58,0.08,0.01,0.08,1.76,0.74,0,0,0.048,12.2,2.16,0.004,2.93,0.42,0.07,0.03,0.01,0,5,3.165390901
0.07,0.52,0.01,0.31,0.04,0.01,0.03,0.77,0.46,0,0,0.059,13.44,1.93,0.005,0.03,0.91,0.01,0.03,0.03,0,5,4.323989598
0.03,6.57,0.07,0.55,0.04,0.47,0.08,1.14,0.83,0,0,0.065,6.87,2.32,0.005,3.12,0.59,0.01,0.08,0.09,0,5,3.341369291
0.07,4.01,0.05,0.26,0.09,0.06,0.01,1.08,0.52,0,0,0.067,5.49,1.83,0,9.15,3.8,0.04,0.08,0.02,0,5,3.368532611
0.01,0.61,0.08,2.78,0.06,0.1,0.1,1.33,0.58,0,0,0.022,18.08,1.59,0.003,12.12,2.5,0.07,0.08,0.01,0,5,4.666295331
0.05,8.94,0.03,0.14,0.07,0.06,0.02,1.57,1.25,0,0,0.194,11.88,1.27,0.01,0.3,1.13,0.03,0.03,0.03,0,5,3.7927771
0.01,4.26,0.04,0.32,0.08,0,0.08,0.18,0.37,0,0,0.081,10.95,2,0.007,8.27,0.14,0.03,0.01,0.03,0,5,3.813435553
0.06,6.3,0.02,0.39,0.04,0.27,0.07,1.34,0.5,0,0,0.087,13.79,1.43,0.007,2.69,3.11,0.01,0.04,0.05,0,5,3.399047914
0.04,17.32,0.03,0.26,0.07,0.05,0.01,1.14,0.58,0,0,0.054,14.73,1.5,0.004,1.72,1.13,0.09,0.04,0.07,0,5,4.682390726
0.04,13.7,0.04,0.15,0.07,0.03,0.07,1.04,0.09,0,0,0.151,17.53,1.84,0.006,1.69,1.34,0.07,0.09,0.05,0,5,4.115320543
0.06,0.15,0.05,0.61,0.09,0.05,0.02,1.94,1.49,0,0,0.114,10.61,1.88,0.007,3.47,1.68,0.04,0.07,0.09,0,5,4.536181266
0.02,1.95,0.07,0.92,0.01,0.11,0.04,1.22,0.33,0,0,0.151,2.46,2.05,0,7.82,1.46,0.1,0.1,0.02,0,5,4.320683961
0.08,5.74,0.02,0.52,0.01,0.04,0.02,0.42,0.71,0,0,0.079,1.13,2.02,0.005,6.2,0.46,0.05,0.04,0.01,0,5,4.34273753
0.07,13.52,0.04,0.23,0.04,0.08,0.02,1.82,0.56,0,0,0.154,17.56,2,0.004,2.3,0.77,0.07,0.02,0.05,0,5,4.129984995
0.06,8.84,0.04,3.47,0.02,0.13,0.07,1.29,0.85,0,0,0.121,18.23,1.76,0.009,4.52,1.77,0.04,0.01,0.08,0,5,3.436985824
0.09,0.26,0.09,0.45,0.01,0.49,0.06,1.92,0.29,0,0,0.192,13.79,1.59,0.007,2.02,0.38,0.05,0.02,0.06,0,5,4.145806702
0,8.57,0.05,0.82,0.03,0.06,0.04,1.1,0.22,0,0,0.192,18.88,1.42,0.009,0.01,1.99,0.06,0,0.05,0,5,3.109695768
0.08,14.23,0.02,0.98,0.05,0.05,0.08,1.93,0.23,0,0,0.195,14.16,1.28,0.001,2.39,3.86,0.09,0.1,0.08,0,5,2.847875248
0.07,3.43,0.04,2.55,0.08,0.25,0.02,0.95,1.46,0,0,0.181,10.32,1.63,0.006,0.93,3.63,0.06,0,0.02,0,5,3.182805359
0.08,7.94,0.08,0.68,0.06,0.19,0.06,0.76,1.05,0,0,0.185,14.12,2.26,0.003,0.49,0.57,0.05,0.05,0.07,0,5,3.668220483
0,3.15,0.05,0.08,0.02,0.5,0.1,1.71,0.8,0,0,0.176,17.08,1.94,0.006,0.47,2.19,0.01,0.03,0.01,0,5,5.375901894
0.04,0.19,0.07,0.33,0.03,0.13,0.04,1.68,0.76,0,0,0.163,5.45,1.83,0.002,0.1,0.81,0.03,0.01,0.08,0,5,3.571862512
0.08,9.62,0.07,0.62,0.1,0.07,0.1,1.86,0.26,0,0,0.013,2.72,1.26,0.008,3.77,0.82,0.03,0.07,0.05,0,5,3.741067233
0.07,19.48,0.09,0.19,0.05,0.09,0.07,1.26,0.59,0,0,0.011,4.32,1.65,0.01,1.17,0.93,0.02,0.1,0.06,0,5,4.732953571
0.07,1.11,0.02,1.9,0.1,0.07,0.1,1.03,0.27,0,0,0.163,6.65,1.69,0.003,1.42,4.24,0.02,0.09,0.01,0,5,5.080497555
0.09,11.73,0.01,0.24,0.08,0.01,0.01,1.33,0.35,0,0,0.165,2.79,1.41,0.007,0.24,2.11,0.09,0.01,0.08,0,5,3.336582332
0.09,0.21,0.01,1.22,0.03,0.39,0.03,1.83,1.3,0,0,0.129,8.07,1.23,0.007,4.89,1.95,0.07,0,0.08,0,5,4.780615832
0.02,0.73,0.08,1.77,0.05,0.04,0.03,1.44,0.79,0,0,0.198,8.32,1.7,0.002,1.4,2.87,0.08,0.09,0,0,5,3.151767824
0.03,3.48,0.06,0.54,0.02,0.01,0.08,1.45,0.89,0,0,0.177,15.98,1.45,0.004,1.49,0.58,0.01,0.06,0.03,0,5,3.465637836
0.06,0.53,0.06,0.81,0.07,0.1,0.04,1.8,1.46,0,0,0.088,17.29,1.31,0.006,0.56,0.1,0.04,0.04,0.05,0,5,4.571823611
0.05,3.39,0.09,0.67,0.02,0.2,0.09,2,1,0,0,0.169,10.98,2.09,0.009,5.57,4.78,0.01,0.05,0.06,0,5,4.408559684
0.03,0.33,0.04,0.98,0.09,0.23,0.05,1.67,0.47,0,0,0.141,5.22,2.4,0.006,1.04,0.7,0.04,0,0.03,0,5,4.569760036
0.02,4.13,0.07,0.05,0.05,0.46,0,1.87,1.14,0,0,0.033,2.88,2.43,0.001,8.17,0.23,0.08,0.06,0.05,0,5,3.729873301
0,4.25,0.08,0.51,0.01,0.59,0.06,1.23,0.35,0,0,0.12,18.27,1.31,0.01,6.08,0.89,0.07,0.04,0.03,0,5,4.880119768
0.02,7.92,0.04,0.92,0.07,0.03,0.09,0.83,0.48,0,0,0.124,2.62,2.63,0.003,1.13,0.92,0.06,0,0.03,0,5,3.506502994
0.09,7.83,0.02,0.37,0.06,0,0.05,0.79,1.43,0,0,0.094,5.75,1.57,0.005,1.41,0.63,0.05,0.05,0.03,0,5,3.572519002
0.03,0.7,0.03,0.12,0.04,0.07,0.04,0.7,0.74,0,0,0.124,15.82,1.37,0,11.07,0.49,0.08,0.06,0.07,0,5,6.099631873
0.08,17.78,0.06,0.59,0.05,0.15,0.03,1.03,1.15,0,0,0.099,17.71,1.99,0.006,2.45,0.19,0.02,0.02,0.02,0,5,5.375156609
0.03,3.08,0.08,0.87,0.02,0.08,0.04,0.67,0.04,0,0,0.107,6.7,1.71,0.002,0.79,0.15,0.01,0.02,0.07,0,5,3.712472834
0.09,16.91,0.05,0.01,0.02,0.21,0.1,1.24,0.79,0,0,0.113,17.83,1.14,0.009,4.52,3.07,0,0.08,0.08,0,5,4.596923506
0.08,12.51,0.08,0.19,0.07,0.09,0.02,1.56,1.07,0,0,0.103,3.04,2.56,0.008,0.34,1.36,0.03,0.06,0,0,5,3.848306967
0.09,4.55,0.06,2.61,0.07,0.27,0.06,1.08,1.14,0,0,0.135,5.87,2.4,0.006,2.67,0.98,0.03,0.02,0.06,0,5,3.728785237
0.08,2.43,0.03,0.22,0.09,0.05,0.02,0.79,0.15,0,0,0.106,7.06,1.18,0.001,1.05,2.46,0.02,0.09,0.07,0,5,3.117918258
0.07,20.8,0.05,0.24,0.08,0.01,0.07,1.2,1.31,0,0,0.027,19.27,1.58,0.002,6.77,4.2,0.04,0.02,0.08,0,5,4.914809132
0,0.14,0.03,1.02,0.06,0.02,0.02,1.64,0.29,0,0,0.177,14.86,1.77,0.005,0.68,1.01,0.05,0.03,0.04,0,5,3.673135983
0.09,13.38,0.03,2.98,0.01,0.08,0.01,1.39,0.7,0,0,0.116,13.81,1.34,0.006,2.91,1.15,0.05,0.04,0.07,0,5,4.744006691
0,8.7,0.01,2.59,0.05,0.05,0.02,0.97,0.06,0,0,0.189,2.87,1.6,0.008,5.15,0.5,0.07,0.03,0.08,0,5,5.075214288
0.01,5.58,0.06,1.27,0.07,0.32,0.05,0.4,0.79,0,0,0.033,14.26,1.77,0.006,6.76,3.59,0.04,0.05,0.02,0,5,4.065148002
0.09,1.28,0.08,0.78,0.07,0.18,0.09,0.59,0.05,0,0,0.168,7.34,1.16,0.008,0.14,0.28,0.04,0.07,0.08,0,5,4.591997454
0.02,6.77,0.02,0.7,0.09,0.07,0.01,1.87,1.16,0,0,0.121,13.59,1.89,0.005,3.6,0.27,0.07,0.08,0.08,0,5,3.750446965
0.04,0.75,0.09,0.98,0.09,0.08,0.07,1.98,0.09,0,0,0.1,15.13,1.4,0.006,0.85,0.06,0.09,0.08,0.08,0,5,2.590635463
0.05,7.99,0.04,2.45,0.1,0.22,0.04,0.27,0.41,0,0,0.067,19.82,1.93,0.001,0.07,0.76,0.04,0.06,0.07,0,5,3.424250049
0.06,12.54,0.03,1.97,0.02,0.3,0.04,0.67,1.26,0,0,0.105,19.37,1.71,0,1.07,0.16,0.08,0.05,0.02,0,5,4.117287902
0.08,4.87,0.03,0.44,0.05,0.05,0.05,0.62,1.1,0,0,0.036,18.65,1.77,0.001,1.85,0.8,0.02,0.04,0,0,5,5.075519616
0.06,0.74,0.06,0.81,0,0.17,0.04,0.15,1.1,0,0,0.194,4.74,1.58,0,0.16,3.1,0.05,0.02,0.02,0,5,4.639386555
0.02,16.97,0.04,0.22,0.08,0.14,0.1,1.55,0.14,0,0,0.041,2.93,1.82,0.008,2.37,2.54,0.01,0,0.02,0,5,4.40881194
0,6.04,0.04,0.58,0.03,0.19,0.04,0.01,0.56,0,0,0.185,16.33,1.6,0.003,13.72,0.15,0.05,0.07,0.08,0,5,4.454641301
0.01,27.29,0.06,0.26,0.01,0.15,0.03,0.75,0.96,0,0,0.1,17.35,1.21,0.008,4.16,0.08,0.05,0.06,0.08,0,5,2.988611444
0.05,6.27,0.02,0.25,0.06,0.03,0.01,1,0.36,0,0,0.092,1.07,1.4,0.008,5.78,1.49,0.09,0.08,0.04,0,5,3.935513837
0.06,0.14,0.05,0.48,0.08,0.02,0.03,1.63,0.57,0,0,0.151,12.66,1.28,0.009,1.67,0.14,0.1,0.03,0.03,0,5,4.399902313
0.09,12.67,0.05,0.25,0.09,0.01,0.02,1.74,0.52,0,0,0.105,3.98,1.43,0.009,4.28,4.48,0.01,0.01,0.07,0,5,3.167712353
0.04,14.93,0.04,0.86,0.09,0.62,0.05,0.72,1.45,0,0,0.11,17.31,1.63,0.008,4.64,5.95,0.02,0.01,0.08,0,5,4.958936841
0.06,0.64,0.05,2.51,0.02,0.08,0.05,0.73,1.43,0,0,0.081,11.3,1.79,0.004,0.87,0.55,0.08,0.06,0.07,0,5,4.903632079
0.02,0.15,0.09,1.96,0.02,0.05,0.08,0.74,0.54,0,0,0.181,13.68,1.43,0.005,3.88,1.11,0.03,0.02,0,0,5,4.038983502
0.06,1.38,0.04,2.47,0,0.06,0.09,0.72,1.32,0,0,0.087,2.84,1.59,0.003,0.15,1.68,0.08,0.01,0.03,0,5,4.734873907
0.06,0.37,0.01,0.89,0.04,0.03,0.03,0.43,0.69,0,0,0.15,11.19,1.92,0.006,5,2.31,0.02,0.03,0.04,0,5,4.799012921
0.09,1.69,0.1,0.92,0.09,0.01,0.09,1.28,0.99,0,0,0.165,4.93,1.13,0.005,0.78,1.35,0.02,0.09,0.06,0,5,3.94662054
0.03,8.69,0.08,0.35,0.07,0.02,0.06,1.38,0.84,0,0,0.165,13.86,1.28,0.009,4.15,0.89,0.01,0.05,0.01,0,5,4.363335813
0.01,12.82,0.02,2.5,0,0.55,0.09,1.57,0.13,0,0,0.086,10.12,2.2,0.009,1.17,0.09,0.06,0.04,0.07,0,5,5.749585831
0.1,26.15,0.02,0.16,0.06,0.15,0.04,1.54,1.14,0,0,0.136,8.36,1.5,0.008,1.46,0.01,0.04,0.02,0.02,0,5,3.344284854
0.03,8.13,0.07,1.37,0.07,0.16,0.04,1.76,0.4,0,0,0.152,13.93,1.79,0.008,5.2,5.6,0.04,0.05,0.09,0,5,3.664463031
0.01,0,0.09,1.38,0.07,0.06,0.01,0.45,1.31,0,0,0.103,2.2,2.02,0.001,1.87,6.16,0.03,0.08,0.08,0,5,3.748740507
0.07,21.37,0.09,1.55,0.04,0,0.04,0.02,0.31,0,0,0.17,18.83,1.72,0.003,4.06,0.55,0.06,0.02,0.07,0,5,3.887361927
0.03,13.62,0.09,1.47,0.02,0.12,0,1.74,1.49,0,0,0.102,16.17,2.53,0.009,0.37,0.98,0.06,0.01,0.02,0,5,3.666869694
0.07,6.03,0.02,0.53,0.09,0.07,0.01,1.49,0.58,0,0,0.121,2.53,1.99,0.001,1.78,5.87,0.08,0.03,0.07,0,5,3.440299615
0.05,1.39,0.04,0.92,0.03,0.13,0,0.99,1.12,0,0,0.004,16.55,2.14,0.007,9.08,3.48,0.02,0.07,0.01,0,5,5.114128668
0.1,10.41,0.08,1.51,0,0.09,0.06,0.13,0.8,0,0,0.104,8.58,1.89,0.004,7.61,2.43,0.09,0.09,0.05,0,5,2.987671524
0.06,13.43,0.06,0.65,0.06,0.25,0.04,0.82,1.16,0,0,0.198,7.71,2.06,0.01,0.2,2.84,0.06,0.04,0.04,0,5,5.044306092
0.04,1.38,0.09,0,0.03,0.33,0.04,0.55,0.96,0,0,0.131,19.73,1.94,0.007,0.95,0.39,0.08,0.01,0.06,0,5,4.725347455
0.1,0.63,0.03,0.93,0.06,0.03,0.03,1.28,0.87,0,0,0.024,14.59,1.46,0.008,0.37,1.01,0.06,0.09,0.02,0,5,3.932210321
0.04,12.82,0.05,0.48,0.03,0.42,0.1,1.89,0.9,0,0,0.002,8.3,1.8,0.001,0.28,3.96,0.03,0.04,0.04,0,5,4.384868014
0.05,0.49,0.03,0.5,0.04,0.49,0.01,1.76,0.83,0,0,0.03,7.78,1.62,0.005,0.11,0.93,0.07,0.04,0.08,0,5,3.674225442
0.05,13.21,0.04,2.69,0.03,0.01,0.07,0.65,0.96,0,0,0.188,16.84,1.74,0.001,2.62,1.84,0.04,0.06,0.02,0,5,4.12930091
0.03,6.06,0.08,0.53,0.06,0.29,0.03,0.03,0.93,0,0,0.05,18.93,2.12,0.001,0.9,2.31,0.06,0.09,0.02,0,5,3.749009258
0.04,9.41,0.07,0.16,0.08,0.03,0.1,1.26,0.34,0,0,0.093,8.54,1.79,0.007,0.68,1.33,0.05,0.01,0.04,0,5,3.860806603
0.08,5.18,0.08,0.05,0.07,0.22,0.04,0.05,1.37,0,0,0.151,8.5,1.26,0,2.33,1.86,0.07,0.06,0.03,0,5,4.573968265
0.06,12.55,0.03,0.23,0.06,0.08,0.01,1.58,1.21,0,0,0.104,4.73,1.67,0.009,4.05,0.94,0.1,0.04,0.01,0,5,4.697040686
0.09,0.99,0.01,0.2,0.01,0.44,0.04,0.98,0.77,0,0,0.185,18.28,1.85,0.009,4.65,0.51,0.1,0.06,0.06,0,5,4.400705862
0.05,1.18,0.08,1,0.09,0.07,0.07,1.49,0.65,0,0,0.092,7.2,1.56,0.002,8.27,0.85,0.04,0.07,0.04,0,5,4.327356027
0.06,5.81,0.06,1.88,0.02,0.01,0,1.05,0.8,0,0,0.197,19.66,1.18,0.008,4.98,0.94,0.05,0.09,0.01,0,5,5.040460815
0.09,13.79,0.08,1.78,0.01,0.04,0.06,1.4,0.54,0,0,0.041,12.2,1.25,0.008,4.49,4.27,0.03,0,0.06,0,5,3.558444802
0.09,5.43,0.05,0.73,0.03,0.03,0.07,1.03,0.57,0,0,0.005,1.69,1.58,0.006,3.62,2.02,0.09,0,0,0,5,5.956753498
0.09,16.36,0.03,0.63,0.09,0.38,0.1,1.9,0.44,0,0,0.028,11.66,2.04,0.003,2.4,0.66,0.02,0.04,0.05,0,5,4.161585515
0.04,0.51,0.05,0.25,0.03,0.1,0.05,0.99,0.8,0,0,0.148,18.06,1.2,0.002,1.2,0.65,0.06,0.06,0.01,0,5,4.523106008
0.05,5.5,0.1,0.42,0.04,0.05,0.08,0.28,0.82,0,0,0.197,2.18,2.08,0.007,4.78,2.18,0.05,0.08,0.05,0,5,4.290435046
0.08,0.2,0.06,0.66,0.01,0.03,0.06,0.91,0.16,0,0,0.052,6.49,1.9,0.003,2.51,0.29,0.03,0,0.08,0,5,4.169005267
0.09,12.88,0.02,0.09,0.05,0.19,0.01,1.69,1.35,0,0,0.106,18.22,1.36,0.01,9.02,0.93,0.04,0.09,0.05,0,5,3.830577272
0,8.48,0.02,0.28,0.04,0.26,0.08,1.61,1.39,0,0,0.043,16.7,1.2,0,0.03,1.03,0.04,0.01,0.05,0,5,4.113536187
0.08,15.04,0,0.08,0.02,0.13,0.01,0.46,0.74,0,0,0.072,13.5,1.37,0.005,6.12,0.71,0.09,0.09,0.08,0,5,4.25222038
0.02,11.64,0.04,0.59,0,0.1,0.08,0.51,0.92,0,0,0.072,2.32,1.59,0.01,3.04,2.51,0.06,0.02,0.06,0,5,4.321856147
0.02,2.59,0,0.24,0.04,0.55,0.02,0.66,0.04,0,0,0.097,3.39,1.37,0.01,0.73,3.36,0.04,0.09,0.04,0,5,4.659394534
0.04,6.13,0.09,2.1,0.02,0.04,0.08,0.83,1.09,0,0,0.151,16.09,2.26,0.006,5,0.39,0.07,0.07,0.01,0,5,4.432270873
0.03,0.75,0.05,1.81,0.01,0.2,0.03,1.3,1.06,0,0,0.1,4.26,1.64,0.007,1.41,0.17,0.02,0.01,0.04,0,5,5.19211665
0.06,11.85,0.09,0.12,0.01,0.08,0.03,0.29,0.66,0,0,0.048,5.18,2.03,0,4.62,0.86,0.02,0.04,0.05,0,5,2.747332827
0.02,9.76,0.02,0.43,0.06,0.68,0.03,1.57,1.17,0,0,0.09,18.4,1.2,0.002,1.68,2.07,0.08,0.05,0.02,0,5,4.522599229
0.02,13.85,0.07,1.98,0.03,0.38,0.1,1.5,1.01,0,0,0.131,18.67,1.81,0.003,3.65,0.26,0.06,0.02,0.05,0,5,3.730899269
0.04,19.96,0.01,0.07,0.01,0.13,0.04,0.54,1.4,0,0,0.073,16.83,1.56,0.006,0.53,1.7,0.04,0.08,0.04,0,5,3.581036881
0.1,1.48,0.02,2.54,0.02,0.09,0.09,0.01,1.38,0,0,0.121,5.71,1.77,0.003,4.34,0.73,0.04,0.05,0,0,5,4.781323094
